ratio_occupation,nb_transitions,duree_max_bloc_1_ms,duree_activation_estimee_ms,temps_repos_avant_ms,temps_repos_apres_ms,score,label,class_name
0.50875,2.0,1017.5,1017.5,505.0,477.5,17.74624355087857,1,swipe_rapide
0.3825,4.0,762.5,762.5,490.0,612.5,23.205469483140085,2,swipe_lent
0.03,2.0,60.0,60.0,870.0,1070.0,11.5382396678108,0,tap
0.43,4.0,857.5,857.5,327.5,722.5,20.48468058491556,2,swipe_lent
0.61625,2.0,1232.5,1232.5,522.5,245.0,18.539362136045753,2,swipe_lent
0.33,2.0,660.0,660.0,642.5,697.5,14.710634519439548,0,tap
0.395,4.0,485.0,485.0,632.5,575.0,18.397673377950397,2,swipe_lent
0.7325,2.0,1465.0,1465.0,115.0,420.0,20.841715230684265,2,swipe_lent
0.21375,2.0,427.5,427.5,797.5,775.0,14.809055419017762,0,tap
0.21125,4.0,420.0,420.0,962.5,567.5,16.819566388607253,1,swipe_rapide
0.29625,2.0,592.5,592.5,695.0,712.5,15.940018613170851,1,swipe_rapide
0.55,2.0,1100.0,1100.0,317.5,582.5,19.48351843601332,2,swipe_lent
0.1625,2.0,325.0,325.0,1027.5,647.5,14.316553146430582,0,tap
0.4725,4.0,942.5,942.5,257.5,547.5,22.29050948856503,2,swipe_lent
0.6025,4.0,730.0,730.0,425.0,367.5,18.636455334027243,2,swipe_lent
0.1,4.0,160.0,160.0,1082.5,715.0,11.900982425530952,0,tap
0.475,2.0,950.0,950.0,627.5,422.5,18.472316191607877,2,swipe_lent
0.05375,4.0,105.0,105.0,887.5,982.5,13.292435869646182,0,tap
0.5625,2.0,1125.0,1125.0,530.0,345.0,18.29528958888175,2,swipe_lent
0.69375,2.0,1387.5,1387.5,105.0,507.5,20.555869074234533,2,swipe_lent
0.06,2.0,120.0,120.0,1007.5,872.5,10.35166713065362,0,tap
0.4925,2.0,985.0,985.0,462.5,552.5,18.767428556062207,2,swipe_lent
0.2875,4.0,572.5,572.5,510.0,630.0,18.309687976803854,2,swipe_lent
0.14,2.0,280.0,280.0,825.0,895.0,15.497001673421085,0,tap
0.17125,4.0,340.0,340.0,590.0,700.0,14.539956430377542,0,tap
0.23375,2.0,467.5,467.5,762.5,770.0,15.510786415549216,0,tap
0.4875,2.0,975.0,975.0,470.0,555.0,19.395093632722904,2,swipe_lent
0.13,2.0,260.0,260.0,702.5,1037.5,12.64419366641772,0,tap
0.06875,2.0,137.5,137.5,1015.0,847.5,14.278741456017784,0,tap
0.4925,2.0,985.0,985.0,267.5,747.5,18.255968263571727,1,swipe_rapide
0.2625,2.0,525.0,525.0,835.0,640.0,16.027953400614933,1,swipe_rapide
0.10625,2.0,212.5,212.5,907.5,880.0,13.689138817992683,0,tap
0.605,2.0,1210.0,1210.0,335.0,455.0,18.2037780452364,1,swipe_rapide
0.12625,2.0,252.5,252.5,900.0,847.5,12.970649978437496,0,tap
0.28375,4.0,340.0,340.0,567.5,862.5,15.176470349943752,0,tap
0.06625,2.0,132.5,132.5,892.5,975.0,13.909011981639011,0,tap
0.0175,2.0,35.0,35.0,1015.0,950.0,8.682891829907723,0,tap
0.1325,2.0,265.0,265.0,847.5,887.5,14.910916069639383,0,tap
0.505,2.0,1010.0,1010.0,492.5,497.5,18.64287598108538,2,swipe_lent
0.3825,2.0,765.0,765.0,685.0,550.0,18.82412218483151,2,swipe_lent
0.0225,2.0,45.0,45.0,845.0,1110.0,10.826244592697305,0,tap
0.22625,2.0,452.5,452.5,832.5,715.0,15.429856342179164,0,tap
0.0425,2.0,85.0,85.0,1025.0,890.0,12.45865443776136,0,tap
0.66375,2.0,1327.5,1327.5,322.5,350.0,20.944751481093427,2,swipe_lent
0.355,2.0,710.0,710.0,882.5,407.5,17.67677143446121,1,swipe_rapide
0.265,2.0,530.0,530.0,722.5,747.5,16.007982239880665,1,swipe_rapide
0.50375,2.0,1007.5,1007.5,387.5,605.0,16.091697032409193,1,swipe_rapide
0.585,2.0,1170.0,1170.0,417.5,412.5,20.39048828750997,2,swipe_lent
0.41125,4.0,757.5,757.5,670.0,505.0,22.447341639050315,2,swipe_lent
0.1675,2.0,335.0,335.0,747.5,917.5,13.843422738162124,0,tap
0.725,2.0,1450.0,1450.0,360.0,190.0,21.095747938418242,2,swipe_lent
0.715,2.0,1430.0,1430.0,132.5,437.5,19.705796112115213,2,swipe_lent
0.2725,2.0,545.0,545.0,547.5,907.5,18.07016079488082,1,swipe_rapide
0.59,2.0,1180.0,1180.0,397.5,422.5,19.069187196766855,2,swipe_lent
0.29625,2.0,592.5,592.5,722.5,685.0,16.04404816434899,1,swipe_rapide
0.40125,2.0,802.5,802.5,722.5,475.0,16.896799364102773,1,swipe_rapide
0.5075,2.0,1015.0,1015.0,490.0,495.0,19.227175978803576,2,swipe_lent
0.5475,4.0,1092.5,1092.5,355.0,475.0,23.413815147071126,2,swipe_lent
0.39125,4.0,780.0,780.0,660.0,380.0,17.635708477311862,1,swipe_rapide
0.50625,2.0,1012.5,1012.5,390.0,597.5,17.455967836435818,1,swipe_rapide
0.19,2.0,380.0,380.0,975.0,645.0,11.693872456094784,0,tap
0.325,2.0,650.0,650.0,665.0,685.0,15.123208051478601,0,tap
0.57625,4.0,1150.0,1150.0,395.0,357.5,23.59164364156621,2,swipe_lent
0.495,4.0,987.5,987.5,170.0,392.5,19.696778905021024,2,swipe_lent
0.32,2.0,640.0,640.0,800.0,560.0,15.534712394497795,0,tap
0.14375,2.0,287.5,287.5,817.5,895.0,14.376647415511435,0,tap
0.34375,2.0,687.5,687.5,512.5,800.0,16.296650384865277,1,swipe_rapide
0.24375,2.0,487.5,487.5,577.5,935.0,15.993025857286709,1,swipe_rapide
0.4125,2.0,825.0,825.0,690.0,485.0,17.816658863869737,1,swipe_rapide
0.48,2.0,960.0,960.0,645.0,395.0,17.726499785722442,1,swipe_rapide
0.4675,2.0,935.0,935.0,415.0,650.0,18.144511531573265,1,swipe_rapide
0.40125,2.0,802.5,802.5,637.5,560.0,17.82213149361557,1,swipe_rapide
0.055,2.0,110.0,110.0,925.0,965.0,11.640621724113599,0,tap
0.49,2.0,980.0,980.0,555.0,465.0,19.721492117602782,2,swipe_lent
0.74375,2.0,1487.5,1487.5,97.5,415.0,20.199941714129654,2,swipe_lent
0.49,4.0,920.0,920.0,535.0,482.5,21.334310167656376,2,swipe_lent
0.21875,2.0,437.5,437.5,827.5,735.0,13.282683504039227,0,tap
0.645,2.0,1290.0,1290.0,300.0,410.0,20.339105441406154,2,swipe_lent
0.6575,2.0,1315.0,1315.0,110.0,575.0,20.12637486772116,2,swipe_lent
0.2475,4.0,492.5,492.5,632.5,585.0,19.207921896120453,2,swipe_lent
0.645,2.0,1290.0,1290.0,410.0,300.0,20.608213844368912,2,swipe_lent
0.29875,2.0,597.5,597.5,742.5,660.0,14.48238840995105,0,tap
0.74125,2.0,1482.5,1482.5,372.5,145.0,18.620315012215396,2,swipe_lent
0.335,2.0,670.0,670.0,442.5,887.5,17.192145327566106,1,swipe_rapide
0.2125,2.0,425.0,425.0,750.0,825.0,16.08721071212743,1,swipe_rapide
0.6625,2.0,1325.0,1325.0,265.0,410.0,21.42512787977771,2,swipe_lent
0.42125,2.0,842.5,842.5,575.0,582.5,18.364817512047818,2,swipe_lent
0.21125,4.0,380.0,380.0,590.0,985.0,14.826783469522045,0,tap
0.12125,2.0,242.5,242.5,985.0,772.5,12.292141056956055,0,tap
0.225,4.0,415.0,415.0,927.5,620.0,17.71422660910094,1,swipe_rapide
0.3825,2.0,765.0,765.0,767.5,467.5,17.97000507347353,1,swipe_rapide
0.18375,2.0,367.5,367.5,732.5,900.0,13.911936748287165,0,tap
0.66375,2.0,1327.5,1327.5,465.0,207.5,19.40279612610148,2,swipe_lent
0.64125,2.0,1282.5,1282.5,385.0,332.5,19.422592063524792,2,swipe_lent
0.54875,2.0,1097.5,1097.5,385.0,517.5,17.976426323909163,1,swipe_rapide
0.4175,2.0,835.0,835.0,552.5,612.5,18.92769274045301,2,swipe_lent
0.4125,2.0,825.0,825.0,592.5,582.5,17.68485205994048,1,swipe_rapide
0.27875,4.0,330.0,330.0,562.5,877.5,16.43047177087091,1,swipe_rapide
0.71375,2.0,1427.5,1427.5,275.0,297.5,18.937081610266386,2,swipe_lent
0.45875,2.0,917.5,917.5,510.0,572.5,16.0266028352674,1,swipe_rapide
0.72625,4.0,1450.0,1450.0,207.5,307.5,25.648234574562135,2,swipe_lent
0.4,2.0,800.0,800.0,700.0,500.0,17.307037322620225,1,swipe_rapide
0.63375,2.0,1267.5,1267.5,192.5,540.0,19.237996172256885,2,swipe_lent
0.42625,2.0,852.5,852.5,555.0,592.5,17.331365170171335,1,swipe_rapide
0.16875,4.0,335.0,335.0,855.0,597.5,14.711436238176514,0,tap
0.47875,2.0,957.5,957.5,670.0,372.5,17.480520041253683,1,swipe_rapide
0.55625,2.0,1112.5,1112.5,487.5,400.0,20.60333711743207,2,swipe_lent
0.5125,2.0,1025.0,1025.0,537.5,437.5,18.459945327451596,2,swipe_lent
0.07375,2.0,147.5,147.5,787.5,1065.0,12.450319100546587,0,tap
0.1,2.0,200.0,200.0,930.0,870.0,12.147150942807162,0,tap
0.6525,2.0,1305.0,1305.0,470.0,225.0,18.81119161229713,2,swipe_lent
0.47375,2.0,947.5,947.5,640.0,412.5,17.32015174417416,1,swipe_rapide
0.39625,2.0,792.5,792.5,682.5,525.0,15.924242076999446,1,swipe_rapide
0.1925,2.0,385.0,385.0,805.0,810.0,12.723000835358482,0,tap
0.36875,4.0,510.0,510.0,640.0,620.0,17.007566818210144,1,swipe_rapide
0.28375,2.0,567.5,567.5,520.0,912.5,14.221037952701025,0,tap
0.19125,2.0,382.5,382.5,847.5,770.0,13.136853292889466,0,tap
0.12875,2.0,257.5,257.5,775.0,967.5,12.270466791564223,0,tap
0.2975,4.0,397.5,397.5,660.0,742.5,15.947505980611059,1,swipe_rapide
0.14,2.0,280.0,280.0,765.0,955.0,14.995325782779943,0,tap
0.05875,2.0,117.5,117.5,787.5,1095.0,10.806261573524756,0,tap
0.50125,2.0,1002.5,1002.5,510.0,487.5,16.952063727015844,1,swipe_rapide
0.33625,2.0,672.5,672.5,557.5,770.0,17.561970609787107,1,swipe_rapide
0.19875,2.0,397.5,397.5,850.0,752.5,15.195345950384782,0,tap
0.4675,2.0,935.0,935.0,557.5,507.5,17.8126512360325,1,swipe_rapide
0.03625,2.0,72.5,72.5,925.0,1002.5,10.61999331517669,0,tap
0.42,2.0,840.0,840.0,785.0,375.0,17.06473394138518,1,swipe_rapide
0.36375,2.0,727.5,727.5,480.0,792.5,16.701134991326995,1,swipe_rapide
0.59,2.0,1180.0,1180.0,440.0,380.0,18.20763688221591,1,swipe_rapide
0.0575,2.0,115.0,115.0,982.5,902.5,12.069456056938039,0,tap
0.44875,2.0,897.5,897.5,612.5,490.0,19.70444298128919,2,swipe_lent
0.4,2.0,800.0,800.0,562.5,637.5,17.654049211517965,1,swipe_rapide
0.73,2.0,1460.0,1460.0,330.0,210.0,20.613310325887365,2,swipe_lent
0.56125,2.0,1122.5,1122.5,332.5,545.0,19.25337338370037,2,swipe_lent
0.69875,2.0,1397.5,1397.5,547.5,55.0,19.077388685034446,2,swipe_lent
0.4625,2.0,925.0,925.0,495.0,580.0,18.393948195402636,2,swipe_lent
0.18,4.0,232.5,232.5,792.5,845.0,15.012945720610798,0,tap
0.31625,2.0,632.5,632.5,682.5,685.0,18.261155240113965,2,swipe_lent
0.64625,2.0,1292.5,1292.5,135.0,572.5,19.805166120187987,2,swipe_lent
0.14625,2.0,292.5,292.5,802.5,905.0,12.978566561737587,0,tap
0.25,2.0,500.0,500.0,705.0,795.0,16.221290746243163,1,swipe_rapide
0.34,2.0,680.0,680.0,547.5,772.5,17.487899610038586,1,swipe_rapide
0.57125,2.0,1142.5,1142.5,312.5,545.0,20.27479542119068,2,swipe_lent
0.11125,2.0,222.5,222.5,757.5,1020.0,14.999020050299924,0,tap
0.06125,2.0,122.5,122.5,735.0,1142.5,10.12059459754472,0,tap
0.20125,2.0,402.5,402.5,805.0,792.5,15.225665050756831,0,tap
0.18625,2.0,372.5,372.5,970.0,657.5,13.604579275861402,0,tap
0.02625,2.0,52.5,52.5,977.5,970.0,12.757499088625448,0,tap
0.06875,2.0,137.5,137.5,1090.0,772.5,13.155047579432877,0,tap
0.605,2.0,1210.0,1210.0,345.0,445.0,18.106270631978937,1,swipe_rapide
0.27625,2.0,552.5,552.5,867.5,580.0,15.242451374512084,0,tap
0.5625,2.0,1125.0,1125.0,457.5,417.5,19.24905795193958,2,swipe_lent
0.61625,2.0,1232.5,1232.5,492.5,275.0,21.53785271949345,2,swipe_lent
0.67875,2.0,1357.5,1357.5,282.5,360.0,19.694525706415273,2,swipe_lent
0.61875,4.0,1072.5,1072.5,505.0,255.0,20.814821233891383,2,swipe_lent
0.19375,2.0,387.5,387.5,772.5,840.0,13.972193053421197,0,tap
0.66875,2.0,1337.5,1337.5,530.0,132.5,19.82292555888234,2,swipe_lent
0.59375,2.0,1187.5,1187.5,257.5,555.0,20.07077106834748,2,swipe_lent
0.36375,2.0,727.5,727.5,635.0,637.5,16.637207667320535,1,swipe_rapide
0.12875,2.0,257.5,257.5,857.5,885.0,13.478285035796103,0,tap
0.6675,2.0,1335.0,1335.0,415.0,250.0,19.503128652371508,2,swipe_lent
0.59625,2.0,1192.5,1192.5,345.0,462.5,19.87882315827603,2,swipe_lent
0.66375,2.0,1327.5,1327.5,250.0,422.5,19.684625769851877,2,swipe_lent
0.5475,2.0,1095.0,1095.0,340.0,565.0,18.795368943363677,2,swipe_lent
0.1425,2.0,285.0,285.0,1077.5,637.5,14.600744526603911,0,tap
0.6875,2.0,1375.0,1375.0,425.0,200.0,20.479737340516515,2,swipe_lent
0.4575,2.0,915.0,915.0,287.5,797.5,17.104048397706233,1,swipe_rapide
0.42625,2.0,852.5,852.5,547.5,600.0,17.783306790222362,1,swipe_rapide
0.225,4.0,270.0,270.0,690.0,857.5,15.832147389229174,1,swipe_rapide
0.33125,2.0,662.5,662.5,542.5,795.0,16.941045473957207,1,swipe_rapide
0.7425,2.0,1485.0,1485.0,172.5,342.5,17.684041497258193,1,swipe_rapide
0.385,2.0,770.0,770.0,500.0,730.0,18.336548672929936,2,swipe_lent
0.705,2.0,1410.0,1410.0,282.5,307.5,18.873447087453187,2,swipe_lent
0.6225,2.0,1245.0,1245.0,350.0,405.0,22.37445005348393,2,swipe_lent
0.35875,2.0,717.5,717.5,452.5,830.0,16.918795441330566,1,swipe_rapide
0.08875,4.0,175.0,175.0,810.0,782.5,10.950217380981654,0,tap
0.28375,2.0,567.5,567.5,645.0,787.5,14.730722404331784,0,tap
0.71875,2.0,1437.5,1437.5,355.0,207.5,19.369879349490315,2,swipe_lent
0.08875,2.0,177.5,177.5,740.0,1082.5,10.59432385179593,0,tap
0.38875,2.0,777.5,777.5,475.0,747.5,15.829851184992632,1,swipe_rapide
0.45375,2.0,907.5,907.5,547.5,545.0,18.812974007016674,2,swipe_lent
0.58,4.0,900.0,900.0,562.5,275.0,22.92629552145072,2,swipe_lent
0.1725,2.0,345.0,345.0,902.5,752.5,15.469486195563379,0,tap
0.08,2.0,160.0,160.0,805.0,1035.0,11.969948709905005,0,tap
0.13,2.0,260.0,260.0,797.5,942.5,13.180121720068968,0,tap
0.7275,4.0,1452.5,1452.5,315.0,62.5,25.932402550440674,2,swipe_lent
0.3925,2.0,785.0,785.0,465.0,750.0,15.656433258358692,1,swipe_rapide
0.3875,2.0,775.0,775.0,485.0,740.0,16.239966962286317,1,swipe_rapide
0.3,4.0,597.5,597.5,725.0,510.0,16.33652737812334,1,swipe_rapide
0.47625,2.0,952.5,952.5,345.0,702.5,17.93732640071309,1,swipe_rapide
0.06875,4.0,135.0,135.0,787.5,947.5,13.470535132165187,0,tap
0.1625,2.0,325.0,325.0,947.5,727.5,13.913822646172534,0,tap
0.1275,2.0,255.0,255.0,825.0,920.0,12.28871557175646,0,tap
0.2625,2.0,525.0,525.0,750.0,725.0,14.479227118406419,0,tap
0.14625,4.0,167.5,167.5,790.0,915.0,10.523735593489087,0,tap
0.16625,2.0,332.5,332.5,792.5,875.0,13.541575211187105,0,tap
0.69875,4.0,967.5,967.5,257.5,342.5,22.0704969228542,2,swipe_lent
0.5,2.0,1000.0,1000.0,507.5,492.5,15.820143540308134,1,swipe_rapide
0.56875,4.0,985.0,985.0,532.5,327.5,22.12426072143052,2,swipe_lent
0.25,2.0,500.0,500.0,802.5,697.5,15.802646091569027,1,swipe_rapide
0.04375,4.0,85.0,85.0,1062.5,767.5,12.09978950986845,0,tap
0.605,2.0,1210.0,1210.0,500.0,290.0,17.808469233223654,1,swipe_rapide
0.73375,2.0,1467.5,1467.5,262.5,270.0,21.212915274187868,2,swipe_lent
0.1425,2.0,285.0,285.0,707.5,1007.5,13.984222268973848,0,tap
0.3175,2.0,635.0,635.0,930.0,435.0,16.021660691892098,1,swipe_rapide
0.43125,2.0,862.5,862.5,730.0,407.5,15.737366685671915,1,swipe_rapide
0.4925,2.0,985.0,985.0,522.5,492.5,18.345080051731333,2,swipe_lent
0.08375,2.0,167.5,167.5,1000.0,832.5,9.867051899507688,0,tap
0.36375,2.0,727.5,727.5,510.0,762.5,16.451599683897008,1,swipe_rapide
0.2425,2.0,485.0,485.0,742.5,772.5,16.273460287596517,1,swipe_rapide
0.05125,4.0,100.0,100.0,887.5,1005.0,11.718384304123193,0,tap
0.5375,2.0,1075.0,1075.0,515.0,410.0,18.71964934286864,2,swipe_lent
0.6825,2.0,1365.0,1365.0,212.5,422.5,19.914144539365527,2,swipe_lent
0.48625,2.0,972.5,972.5,547.5,480.0,20.726390617375216,2,swipe_lent
0.38875,2.0,777.5,777.5,427.5,795.0,15.900341903286094,1,swipe_rapide
0.655,2.0,1310.0,1310.0,270.0,420.0,19.457301445642734,2,swipe_lent
0.64125,4.0,1280.0,1280.0,330.0,275.0,24.944966551971113,2,swipe_lent
0.06,2.0,120.0,120.0,902.5,977.5,12.120347769702466,0,tap
0.56625,4.0,1130.0,1130.0,110.0,420.0,21.331897738901848,2,swipe_lent
0.38875,2.0,777.5,777.5,715.0,507.5,15.800453628282005,1,swipe_rapide
0.3625,2.0,725.0,725.0,872.5,402.5,15.579530261797434,0,tap
0.28625,2.0,572.5,572.5,727.5,700.0,15.140068113274422,0,tap
0.525,2.0,1050.0,1050.0,267.5,682.5,19.083606670876417,2,swipe_lent
0.35,2.0,700.0,700.0,617.5,682.5,18.03258933854045,1,swipe_rapide
0.50125,2.0,1002.5,1002.5,505.0,492.5,17.354248862723338,1,swipe_rapide
0.29875,4.0,440.0,440.0,562.5,837.5,17.127278837855133,1,swipe_rapide
0.1675,2.0,335.0,335.0,675.0,990.0,14.187734609241407,0,tap
0.15625,2.0,312.5,312.5,742.5,945.0,13.077581325417976,0,tap
0.0725,2.0,145.0,145.0,817.5,1037.5,13.239016625794338,0,tap
0.615,2.0,1230.0,1230.0,432.5,337.5,18.506610525638525,2,swipe_lent
0.3775,2.0,755.0,755.0,357.5,887.5,18.111754402098054,1,swipe_rapide
0.1275,2.0,255.0,255.0,977.5,767.5,13.068411518267185,0,tap
0.44625,2.0,892.5,892.5,445.0,662.5,19.05644307787401,2,swipe_lent
0.345,2.0,690.0,690.0,617.5,692.5,17.504454458459033,1,swipe_rapide
0.305,2.0,610.0,610.0,832.5,557.5,15.83371883492235,1,swipe_rapide
0.29625,2.0,592.5,592.5,900.0,507.5,15.537837304320393,0,tap
0.3725,2.0,745.0,745.0,725.0,530.0,15.139794622648404,0,tap
0.37,2.0,740.0,740.0,732.5,527.5,14.881171204156605,0,tap
0.19625,2.0,392.5,392.5,800.0,807.5,13.218733013282387,0,tap
0.39625,4.0,757.5,757.5,575.0,630.0,21.909697109795946,2,swipe_lent
0.26375,2.0,527.5,527.5,777.5,695.0,14.5382337691236,0,tap
0.39875,2.0,797.5,797.5,600.0,602.5,16.781460958445017,1,swipe_rapide
0.1775,2.0,355.0,355.0,1030.0,615.0,15.970931230889208,1,swipe_rapide
0.6575,2.0,1315.0,1315.0,500.0,185.0,19.79205836453875,2,swipe_lent
0.3125,4.0,332.5,332.5,730.0,642.5,14.628882547761249,0,tap
0.4975,4.0,992.5,992.5,590.0,335.0,20.48396695940992,2,swipe_lent
0.69375,2.0,1387.5,1387.5,462.5,150.0,19.52388707391654,2,swipe_lent
0.45,2.0,900.0,900.0,770.0,330.0,18.787037051244592,2,swipe_lent
0.66875,2.0,1337.5,1337.5,277.5,385.0,18.921370381595647,2,swipe_lent
0.465,4.0,475.0,475.0,587.5,480.0,17.147996491536578,1,swipe_rapide
0.4025,2.0,805.0,805.0,665.0,530.0,17.184271231861008,1,swipe_rapide
0.0925,2.0,185.0,185.0,1055.0,760.0,14.157368242637192,0,tap
0.24375,2.0,487.5,487.5,845.0,667.5,17.459774454502295,1,swipe_rapide
0.09875,2.0,197.5,197.5,980.0,822.5,12.998876915346376,0,tap
0.445,4.0,887.5,887.5,362.5,300.0,20.956294056217125,2,swipe_lent
0.25375,2.0,507.5,507.5,932.5,560.0,14.08607057703287,0,tap
0.50875,2.0,1017.5,1017.5,400.0,582.5,18.42017321503206,2,swipe_lent
0.65375,4.0,1305.0,1305.0,270.0,360.0,25.211158834730533,2,swipe_lent
0.49625,4.0,892.5,892.5,475.0,530.0,23.952448841564546,2,swipe_lent
0.47375,4.0,547.5,547.5,632.5,417.5,19.808264127800843,2,swipe_lent
0.4975,2.0,995.0,995.0,490.0,515.0,17.914240441939263,1,swipe_rapide
0.445,2.0,890.0,890.0,607.5,502.5,19.292293193588925,2,swipe_lent
0.22625,2.0,452.5,452.5,960.0,587.5,14.372527888530591,0,tap
0.3825,2.0,765.0,765.0,567.5,667.5,18.200581479929074,1,swipe_rapide
0.1125,2.0,225.0,225.0,1020.0,755.0,14.923357799612175,0,tap
0.61625,2.0,1232.5,1232.5,255.0,512.5,18.973732874836678,2,swipe_lent
0.08875,2.0,177.5,177.5,997.5,825.0,10.961930824548308,0,tap
0.30625,4.0,530.0,530.0,507.5,877.5,16.640402897626295,1,swipe_rapide
0.58125,2.0,1162.5,1162.5,222.5,615.0,22.08817657526465,2,swipe_lent
0.29375,2.0,587.5,587.5,675.0,737.5,15.583423714382583,1,swipe_rapide
0.3725,2.0,745.0,745.0,717.5,537.5,17.046371807992266,1,swipe_rapide
0.41375,2.0,827.5,827.5,407.5,765.0,19.105078904632126,2,swipe_lent
0.71125,2.0,1422.5,1422.5,355.0,222.5,20.045630499661346,2,swipe_lent
0.0975,2.0,195.0,195.0,1112.5,692.5,14.113945362233274,0,tap
0.31375,2.0,627.5,627.5,570.0,802.5,18.54287783035729,2,swipe_lent
0.14125,4.0,280.0,280.0,792.5,690.0,15.575944718572298,0,tap
0.43125,2.0,862.5,862.5,505.0,632.5,16.236946116885857,1,swipe_rapide
0.71,2.0,1420.0,1420.0,322.5,257.5,19.34791489845814,2,swipe_lent
0.6725,2.0,1345.0,1345.0,360.0,295.0,18.095400727994747,1,swipe_rapide
0.2675,2.0,535.0,535.0,870.0,595.0,15.730904770749849,1,swipe_rapide
0.2225,4.0,395.0,395.0,922.5,630.0,16.94037023904092,1,swipe_rapide
0.65375,2.0,1307.5,1307.5,410.0,282.5,20.457251232411622,2,swipe_lent
0.68,2.0,1360.0,1360.0,205.0,435.0,18.153193351174508,1,swipe_rapide
0.05,2.0,100.0,100.0,895.0,1005.0,11.022588558538859,0,tap
0.6125,2.0,1225.0,1225.0,370.0,405.0,19.049457706848905,2,swipe_lent
0.67875,4.0,1335.0,1335.0,255.0,385.0,24.33425204108608,2,swipe_lent
0.7375,2.0,1475.0,1475.0,302.5,222.5,18.601350349423537,2,swipe_lent
0.615,2.0,1230.0,1230.0,407.5,362.5,20.070362155896706,2,swipe_lent
0.07375,2.0,147.5,147.5,815.0,1037.5,13.349139011125162,0,tap
0.6725,4.0,1287.5,1287.5,325.0,327.5,25.034503797251027,2,swipe_lent
0.0675,2.0,135.0,135.0,995.0,870.0,10.64241248095396,0,tap
0.74375,4.0,857.5,857.5,425.0,85.0,17.741134105335284,1,swipe_rapide
0.4025,2.0,805.0,805.0,587.5,607.5,16.925333467883664,1,swipe_rapide
0.7125,2.0,1425.0,1425.0,347.5,227.5,20.463272813471967,2,swipe_lent
0.4175,2.0,835.0,835.0,420.0,745.0,18.062059634951723,1,swipe_rapide
0.67375,2.0,1347.5,1347.5,410.0,242.5,18.26654675168694,2,swipe_lent
0.60375,2.0,1207.5,1207.5,490.0,302.5,18.483541987653176,2,swipe_lent
0.5075,2.0,1015.0,1015.0,440.0,545.0,19.439870214683463,2,swipe_lent
0.3675,2.0,735.0,735.0,702.5,562.5,16.137604737747317,1,swipe_rapide
0.58125,2.0,1162.5,1162.5,490.0,347.5,20.211385888065795,2,swipe_lent
0.73,2.0,1460.0,1460.0,405.0,135.0,21.597801097830295,2,swipe_lent
0.6525,2.0,1305.0,1305.0,242.5,452.5,18.778268173844303,2,swipe_lent
0.1675,2.0,335.0,335.0,852.5,812.5,14.067191394837721,0,tap
0.18875,2.0,377.5,377.5,677.5,945.0,13.383316322913986,0,tap
0.15375,2.0,307.5,307.5,840.0,852.5,13.895402245997394,0,tap
0.59125,2.0,1182.5,1182.5,612.5,205.0,18.823376276577623,2,swipe_lent
0.12,2.0,240.0,240.0,790.0,970.0,13.082833333343869,0,tap
0.3275,2.0,655.0,655.0,672.5,672.5,16.455226879910235,1,swipe_rapide
0.51125,2.0,1022.5,1022.5,550.0,427.5,20.322964319127088,2,swipe_lent
0.02625,4.0,50.0,50.0,742.5,1020.0,11.56861992254274,0,tap
0.73875,2.0,1477.5,1477.5,472.5,50.0,18.415443522619963,2,swipe_lent
0.5325,2.0,1065.0,1065.0,442.5,492.5,19.014797931158256,2,swipe_lent
0.3675,2.0,735.0,735.0,600.0,665.0,15.7549981565218,1,swipe_rapide
0.15375,2.0,307.5,307.5,910.0,782.5,12.844346585046017,0,tap
0.0875,4.0,107.5,107.5,1045.0,777.5,11.908888025198584,0,tap
0.28125,2.0,562.5,562.5,597.5,840.0,15.765617274192453,1,swipe_rapide
0.38375,2.0,767.5,767.5,597.5,635.0,17.531930221215898,1,swipe_rapide
0.46875,4.0,760.0,760.0,357.5,702.5,21.883215761176995,2,swipe_lent
0.545,2.0,1090.0,1090.0,425.0,485.0,18.37806574444857,2,swipe_lent
0.425,4.0,727.5,727.5,552.5,595.0,19.557954665925156,2,swipe_lent
0.51875,2.0,1037.5,1037.5,532.5,430.0,18.352395298709435,2,swipe_lent
0.43625,2.0,872.5,872.5,575.0,552.5,17.037559643891733,1,swipe_rapide
0.5075,2.0,1015.0,1015.0,715.0,270.0,19.058484204503305,2,swipe_lent
0.32625,2.0,652.5,652.5,727.5,620.0,14.90448949931744,0,tap
0.37125,2.0,742.5,742.5,695.0,562.5,16.80430438947527,1,swipe_rapide
0.07875,2.0,157.5,157.5,1065.0,777.5,10.006319206893075,0,tap
0.3025,2.0,605.0,605.0,682.5,712.5,15.226721224263034,0,tap
0.08875,2.0,177.5,177.5,810.0,1012.5,11.553922582611694,0,tap
0.225,2.0,450.0,450.0,850.0,700.0,14.876102685022193,0,tap
0.0325,2.0,65.0,65.0,1160.0,775.0,12.176711601201257,0,tap
0.22125,4.0,440.0,440.0,637.5,800.0,16.53213144483542,1,swipe_rapide
0.56875,2.0,1137.5,1137.5,482.5,380.0,17.149902218064955,1,swipe_rapide
0.57375,2.0,1147.5,1147.5,240.0,612.5,19.081935007004653,2,swipe_lent
0.67125,2.0,1342.5,1342.5,267.5,390.0,18.305862707929464,2,swipe_lent
0.08375,2.0,167.5,167.5,722.5,1110.0,11.01274505516603,0,tap
